loja,club,marca_1,marca_2,marca_3,regiao,canal,localizacao,numero_empregados,aporte_inicial,modelo_arquitetonico,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,faturamento_ultimo_ano,maturidade_processo
229,BRONZE,S,S,S,2,BO,CENTRO,12,118991,4,S,S,N,S,S,N,S,S,N,B,INEXISTENTE
230,OURO,S,N,S,1,BO,CENTRO,14,556164,3,N,N,N,S,S,N,N,S,N,A,MÉDIA
231,PRATA,S,N,S,1,BO,CENTRO,9,941108,3,S,S,N,N,N,S,N,N,N,B,INEXISTENTE
232,DIAMANTE,S,S,S,3,VD,BAIRRO,18,556919,1,N,N,S,S,S,N,S,N,N,B,ALTA
233,DIAMANTE,S,S,S,3,LJ,SHOPPING,13,970029,1,N,S,S,S,S,N,N,N,N,C,ALTA
234,DIAMANTE,S,S,S,1,LJ,SHOPPING,17,882191,1,S,N,S,N,S,S,N,S,S,C,MÉDIA
235,DIAMANTE,S,S,N,5,VD,CENTRO,12,622070,1,N,S,S,S,S,N,S,S,S,B,MÉDIA
236,OURO,S,N,S,2,VD,CENTRO,12,781204,4,N,N,N,S,S,N,S,S,S,A,MÉDIA
237,DIAMANTE,S,S,S,5,VD,RUA_FAMOSA,14,714547,1,N,S,S,N,S,S,S,N,N,C,ALTA
238,OURO,S,N,N,3,LJ,CENTRO,12,870903,3,S,N,N,S,S,S,N,N,N,A,MÉDIA
239,PRATA,N,N,N,2,LJ,RUA_FAMOSA,8,964989,4,N,N,N,S,S,S,N,N,N,D,INEXISTENTE
240,BRONZE,S,S,N,5,BO,RUA_FAMOSA,14,292488,4,S,N,N,N,N,S,N,S,N,B,ALTA
241,PRATA,N,N,N,5,BO,RUA_FAMOSA,9,782701,3,S,N,N,N,N,S,N,S,N,C,INEXISTENTE
242,PRATA,N,S,S,1,VD,BAIRRO,4,858672,3,N,N,N,N,S,N,N,S,N,B,BAIXA
243,OURO,S,S,S,5,BO,CENTRO,14,503413,2,S,S,N,S,S,N,N,N,N,A,BAIXA
244,BRONZE,S,S,N,6,LJ,SHOPPING,20,106257,4,N,N,N,S,S,N,S,N,N,C,BAIXA
245,BRONZE,S,S,S,4,LJ,RUA_FAMOSA,25,281553,4,N,S,S,S,N,N,S,N,N,C,MÉDIA
246,DIAMANTE,S,S,N,6,LJ,SHOPPING,18,555374,1,S,S,S,N,S,S,N,N,S,C,ALTA
247,BRONZE,N,S,N,1,BO,CENTRO,16,221765,4,N,S,N,S,N,N,S,N,N,B,INEXISTENTE
248,BRONZE,S,S,N,6,BO,BAIRRO,25,268451,4,N,S,N,N,S,S,S,N,N,B,BAIXA
249,OURO,S,S,N,3,VD,BAIRRO,15,407350,4,S,S,S,S,S,S,S,N,N,B,ALTA
250,OURO,S,S,S,5,BO,RUA_FAMOSA,15,403317,2,N,S,S,S,S,S,S,N,S,A,ALTA
251,DIAMANTE,S,S,S,1,LJ,SHOPPING,27,920888,1,S,S,S,S,S,N,S,N,S,A,BAIXA
252,PRATA,N,S,N,5,BO,RUA_FAMOSA,9,520875,4,S,N,N,N,N,N,S,S,N,D,INEXISTENTE
253,PRATA,N,N,S,5,BO,CENTRO,5,421709,4,N,N,N,S,S,N,S,S,N,C,ALTA
254,BRONZE,N,N,S,2,BO,RURAL,14,163429,4,N,S,S,N,N,S,N,N,N,D,BAIXA
255,OURO,S,N,N,4,LJ,CENTRO,15,399675,4,S,N,S,S,S,N,S,N,N,D,ALTA
256,OURO,S,N,S,2,LJ,BAIRRO,12,702313,2,S,S,S,S,N,N,N,N,N,A,MÉDIA
257,DIAMANTE,S,S,N,2,LJ,SHOPPING,13,677596,1,N,S,S,S,S,S,S,S,S,A,ALTA
258,DIAMANTE,S,S,S,6,VD,SHOPPING,30,713468,1,N,N,S,N,S,N,S,S,N,B,MÉDIA
259,OURO,S,S,N,2,BO,BAIRRO,12,507829,4,S,S,S,S,S,S,S,N,N,B,MÉDIA
260,DIAMANTE,S,S,S,4,VD,SHOPPING,11,755064,1,N,N,S,S,S,N,N,S,N,B,MÉDIA
261,PRATA,S,S,S,1,BO,RUA_FAMOSA,5,520789,4,N,S,N,S,S,S,S,S,N,D,INEXISTENTE
262,PRATA,S,S,S,2,VD,CENTRO,8,898796,3,S,S,N,N,N,N,N,S,N,C,BAIXA
263,OURO,S,S,N,3,VD,BAIRRO,13,592951,2,S,N,S,S,S,N,N,N,N,B,INEXISTENTE
264,BRONZE,N,N,S,,BO,RUA_FAMOSA,17,172977,4,S,N,N,S,N,S,N,N,N,D,MÉDIA
265,OURO,S,N,S,1,VD,CENTRO,12,435223,2,S,N,S,S,N,N,N,S,S,B,INEXISTENTE
266,PRATA,S,N,N,3,VD,BAIRRO,5,532269,3,S,S,N,S,N,S,N,N,N,C,ALTA
267,OURO,S,N,N,3,VD,CENTRO,12,580570,4,N,N,S,S,N,N,N,N,N,B,BAIXA
268,BRONZE,S,N,N,1,BO,BAIRRO,21,252401,4,S,N,N,S,S,S,S,S,N,D,MÉDIA
269,DIAMANTE,S,S,N,4,VD,CENTRO,22,504576,1,N,N,S,S,S,N,S,N,N,C,MÉDIA
270,OURO,S,N,N,3,BO,CENTRO,14,655501,4,N,S,S,S,S,S,N,N,S,A,INEXISTENTE
271,BRONZE,S,N,N,4,LJ,BAIRRO,18,165880,4,S,S,S,S,N,S,S,S,N,C,MÉDIA
272,DIAMANTE,S,S,N,1,LJ,RUA_FAMOSA,18,664414,1,S,S,S,S,S,N,N,N,N,C,BAIXA
273,PRATA,S,S,N,2,VD,RUA_FAMOSA,9,411910,4,N,N,N,N,S,S,N,N,N,D,BAIXA
274,OURO,S,N,S,3,LJ,BAIRRO,8,395551,4,N,N,N,S,N,N,S,S,S,A,BAIXA
275,BRONZE,S,S,N,1,LJ,BAIRRO,21,120187,4,S,N,N,N,S,N,N,S,N,B,MÉDIA
276,BRONZE,N,N,S,1,LJ,RUA_FAMOSA,18,223844,4,N,S,N,N,S,S,S,S,N,B,ALTA
277,PRATA,S,S,N,3,BO,CENTRO,5,521567,3,N,S,N,N,S,S,N,N,N,D,INEXISTENTE
278,OURO,S,N,S,2,LJ,CENTRO,8,838360,3,S,S,N,S,S,N,N,N,S,D,MÉDIA
279,OURO,S,N,N,3,BO,RUA_FAMOSA,16,734813,4,N,N,N,S,S,S,S,N,N,A,ALTA
280,OURO,S,N,N,1,BO,RUA_FAMOSA,16,614562,4,N,S,S,S,S,N,S,N,N,C,BAIXA
281,PRATA,N,S,S,2,LJ,RUA_FAMOSA,4,580408,3,S,N,N,S,S,S,S,S,N,D,INEXISTENTE
282,DIAMANTE,S,S,S,6,VD,RUA_FAMOSA,21,509076,1,N,S,S,N,S,S,N,N,N,A,ALTA
283,BRONZE,N,N,S,6,BO,RUA_FAMOSA,15,299320,4,S,S,N,N,S,S,S,N,N,B,MÉDIA
284,OURO,S,N,S,4,LJ,BAIRRO,13,911660,4,N,S,N,S,S,N,S,N,S,A,ALTA
285,PRATA,S,N,S,3,LJ,BAIRRO,5,610388,4,S,S,N,N,S,S,N,N,N,C,BAIXA
286,DIAMANTE,S,S,S,2,BO,RUA_FAMOSA,16,513418,1,N,S,S,N,S,S,N,S,N,A,ALTA
287,PRATA,N,N,N,1,VD,RUA_FAMOSA,8,627973,4,N,N,N,S,N,S,N,S,N,D,BAIXA
288,DIAMANTE,S,S,N,2,LJ,SHOPPING,23,700970,1,N,S,S,N,S,N,S,S,N,B,MÉDIA
289,DIAMANTE,S,S,S,1,VD,RURAL,16,888257,1,N,N,S,N,S,N,N,S,N,A,ALTA
290,BRONZE,S,S,S,1,VD,CENTRO,18,203233,4,S,N,N,S,S,S,N,N,N,B,MÉDIA
291,PRATA,N,S,N,3,VD,BAIRRO,5,628673,4,N,N,N,S,S,S,N,N,N,B,BAIXA
292,DIAMANTE,S,S,S,3,LJ,BAIRRO,12,598347,1,N,N,S,N,S,N,N,S,N,C,ALTA
293,PRATA,N,N,S,1,LJ,CENTRO,4,832236,4,N,S,N,N,N,S,N,N,N,A,INEXISTENTE
294,DIAMANTE,S,S,S,6,LJ,BAIRRO,20,610940,1,S,S,S,S,S,N,S,N,S,B,ALTA
295,OURO,S,N,N,2,BO,CENTRO,14,873177,4,S,S,S,S,S,N,N,N,S,B,BAIXA
296,OURO,S,N,S,5,BO,CENTRO,8,454553,3,N,S,N,S,N,S,S,S,N,A,MÉDIA
297,PRATA,N,S,S,3,VD,RUA_FAMOSA,7,584173,3,S,N,N,S,N,S,N,S,N,D,MÉDIA
298,BRONZE,S,S,N,4,BO,RURAL,15,247909,4,S,N,S,S,S,N,S,N,N,B,INEXISTENTE
299,OURO,S,S,S,2,VD,SHOPPING,15,637041,2,N,S,N,S,N,S,S,S,S,C,MÉDIA
300,OURO,S,N,N,3,LJ,BAIRRO,11,529450,3,S,N,N,S,S,S,N,N,N,D,ALTA
301,PRATA,S,N,N,2,BO,SHOPPING,5,532550,4,S,N,N,N,S,N,N,N,N,C,INEXISTENTE
302,OURO,S,N,S,2,VD,RUA_FAMOSA,13,430121,3,S,N,N,S,N,S,S,N,S,A,ALTA
303,OURO,S,N,N,1,VD,CENTRO,16,866366,2,S,S,S,S,S,N,N,N,S,A,BAIXA
304,DIAMANTE,S,S,S,3,LJ,SHOPPING,24,784455,1,S,N,S,N,S,N,N,N,N,A,ALTA
305,BRONZE,N,N,N,3,VD,RUA_FAMOSA,23,119477,4,N,N,N,N,N,N,N,N,N,B,MÉDIA
306,DIAMANTE,S,S,N,1,VD,RUA_FAMOSA,17,543144,1,S,S,S,N,S,N,S,S,N,A,ALTA
307,BRONZE,N,S,S,3,BO,CENTRO,18,183372,4,N,S,S,S,N,S,S,N,N,D,BAIXA
308,DIAMANTE,S,S,N,5,LJ,BAIRRO,11,983215,1,N,S,S,S,S,N,N,N,N,C,BAIXA
309,BRONZE,S,N,S,1,VD,BAIRRO,23,299196,4,S,S,S,N,S,N,S,N,N,C,BAIXA
310,BRONZE,S,N,S,1,VD,RURAL,25,176035,4,S,S,N,S,N,S,S,S,N,C,MÉDIA
311,BRONZE,S,N,S,1,BO,CENTRO,25,210444,4,S,S,N,N,N,S,N,S,N,B,BAIXA
312,OURO,S,N,N,2,VD,BAIRRO,15,845134,4,N,N,S,S,N,S,S,S,N,D,ALTA
313,PRATA,S,N,N,2,LJ,CENTRO,8,430291,3,S,S,N,S,N,N,N,S,N,D,INEXISTENTE
314,PRATA,N,N,N,2,VD,RUA_FAMOSA,5,888928,3,N,S,N,N,N,S,S,N,N,D,BAIXA
315,BRONZE,N,N,S,4,VD,CENTRO,17,156737,4,N,N,N,S,S,S,S,S,N,C,INEXISTENTE
316,PRATA,S,S,S,2,BO,RUA_FAMOSA,8,960468,4,S,N,N,N,N,S,N,S,N,D,INEXISTENTE
317,PRATA,N,N,N,1,LJ,RUA_FAMOSA,4,680986,4,N,N,N,S,N,N,N,S,N,D,INEXISTENTE
318,OURO,S,N,S,2,LJ,RUA_FAMOSA,10,678687,4,N,S,N,S,N,S,S,N,S,D,MÉDIA
319,BRONZE,S,S,S,1,BO,CENTRO,24,145854,4,S,N,N,N,N,S,N,S,N,B,MÉDIA
320,BRONZE,S,S,S,3,VD,RURAL,22,276239,4,S,N,S,S,S,S,N,N,N,D,INEXISTENTE
321,OURO,S,N,S,1,BO,BAIRRO,9,559732,4,S,S,N,S,N,N,N,S,S,D,BAIXA
322,PRATA,S,N,S,3,VD,BAIRRO,9,543642,3,S,N,N,S,S,N,N,S,N,D,ALTA
323,PRATA,S,S,N,3,VD,RUA_FAMOSA,7,660376,3,S,S,N,N,S,N,S,N,N,D,BAIXA
324,OURO,S,S,N,1,VD,CENTRO,8,371328,2,N,S,N,S,N,N,N,S,N,A,INEXISTENTE
325,OURO,S,N,S,5,BO,RURAL,12,934786,2,S,S,S,S,N,N,S,N,S,B,INEXISTENTE
326,PRATA,N,N,N,6,BO,BAIRRO,7,427607,3,S,S,N,N,N,N,S,S,N,C,BAIXA
327,PRATA,N,N,S,5,LJ,RUA_FAMOSA,9,421595,3,S,N,N,N,S,S,S,N,N,D,BAIXA
328,PRATA,S,N,S,4,BO,RUA_FAMOSA,5,845949,3,N,S,N,S,N,S,N,N,N,C,INEXISTENTE
329,DIAMANTE,S,S,N,2,VD,RUA_FAMOSA,13,833657,1,S,N,S,S,S,S,N,N,S,C,BAIXA
330,OURO,S,S,N,2,BO,RUA_FAMOSA,8,795933,3,S,N,N,S,S,S,N,N,S,C,INEXISTENTE
331,BRONZE,N,S,S,5,BO,BAIRRO,20,250735,4,N,S,N,N,N,S,S,N,N,A,INEXISTENTE
332,PRATA,N,S,S,2,BO,BAIRRO,5,477040,3,N,N,N,S,N,S,N,N,N,A,BAIXA
333,OURO,S,N,S,6,BO,CENTRO,15,360774,2,N,N,N,S,S,N,S,N,N,C,BAIXA
334,DIAMANTE,S,S,N,2,BO,SHOPPING,30,882456,1,N,N,S,S,S,N,S,S,N,C,BAIXA
335,OURO,S,S,N,1,LJ,CENTRO,9,674859,4,N,N,N,S,S,N,N,N,N,A,MÉDIA
336,OURO,S,N,N,3,BO,BAIRRO,12,512604,3,S,N,N,S,S,S,S,S,S,D,INEXISTENTE
337,OURO,S,S,S,2,VD,CENTRO,16,534627,2,S,N,N,S,N,S,S,S,S,B,INEXISTENTE
338,BRONZE,S,N,S,4,LJ,RUA_FAMOSA,23,172786,4,N,N,S,S,N,N,N,S,N,C,MÉDIA
339,DIAMANTE,S,S,S,5,BO,RUA_FAMOSA,26,761613,1,N,S,S,S,S,N,S,S,S,A,BAIXA
340,DIAMANTE,S,S,N,3,LJ,SHOPPING,25,758096,1,S,S,S,N,S,N,N,N,S,A,ALTA
341,BRONZE,N,N,N,1,VD,CENTRO,22,168610,4,S,N,N,N,S,S,S,N,N,A,INEXISTENTE
342,PRATA,N,S,S,1,LJ,CENTRO,6,903334,4,N,N,N,S,S,S,S,N,N,D,INEXISTENTE
343,BRONZE,N,S,N,1,LJ,BAIRRO,15,235806,4,N,S,S,N,S,N,N,S,N,B,INEXISTENTE
344,DIAMANTE,S,S,N,3,LJ,RUA_FAMOSA,18,554849,1,N,S,S,S,S,S,S,S,N,C,ALTA
345,DIAMANTE,S,S,N,1,LJ,RURAL,8,839460,1,S,S,S,N,S,S,S,N,S,A,MÉDIA
346,OURO,S,S,S,2,VD,CENTRO,14,476896,3,S,S,N,S,S,S,S,S,N,D,ALTA
347,PRATA,N,N,S,6,BO,RUA_FAMOSA,8,788856,3,S,S,N,N,S,N,S,N,N,D,INEXISTENTE
348,PRATA,S,N,S,3,LJ,RUA_FAMOSA,9,686912,4,S,S,N,N,S,S,N,S,N,D,INEXISTENTE
349,DIAMANTE,S,S,N,2,VD,RUA_FAMOSA,22,886932,1,S,N,S,S,S,S,N,S,S,C,MÉDIA
350,BRONZE,S,S,S,2,VD,SHOPPING,25,164965,4,S,N,S,N,S,N,N,S,N,D,INEXISTENTE
351,DIAMANTE,S,S,N,2,BO,BAIRRO,18,815352,1,N,N,S,N,S,S,S,N,S,A,ALTA
352,BRONZE,N,S,N,3,LJ,BAIRRO,22,149206,4,S,S,S,N,N,N,S,N,N,D,BAIXA
353,BRONZE,S,S,S,2,VD,RUA_FAMOSA,16,265263,4,N,S,N,S,N,N,S,S,N,B,MÉDIA
354,OURO,S,S,S,2,LJ,BAIRRO,11,445582,3,N,S,N,S,N,N,N,S,N,D,BAIXA
355,BRONZE,S,S,S,5,VD,BAIRRO,15,164491,4,N,S,S,S,N,S,N,S,N,B,BAIXA
356,DIAMANTE,S,S,N,5,LJ,CENTRO,10,859081,1,N,N,S,S,S,S,N,N,S,A,BAIXA
357,DIAMANTE,S,S,S,2,VD,CENTRO,13,820642,1,S,N,S,S,S,N,N,S,S,A,ALTA
358,DIAMANTE,S,S,S,1,VD,RURAL,24,721050,1,N,S,S,N,S,N,S,N,S,C,BAIXA
359,OURO,S,S,S,2,BO,BAIRRO,15,542402,4,N,N,S,S,S,S,N,S,N,D,ALTA
360,OURO,S,N,N,2,VD,CENTRO,11,360644,2,N,N,S,S,S,S,N,S,N,B,INEXISTENTE
361,BRONZE,S,N,S,5,BO,BAIRRO,13,232107,4,N,S,S,N,S,N,N,N,N,D,INEXISTENTE
362,BRONZE,S,N,N,3,LJ,RUA_FAMOSA,25,288559,4,N,S,N,N,S,N,S,N,N,D,MÉDIA
363,PRATA,N,S,N,5,VD,BAIRRO,5,727612,3,S,N,N,N,N,S,S,S,N,C,BAIXA
364,BRONZE,N,N,S,1,VD,RURAL,23,271309,4,S,S,N,N,N,N,N,S,N,B,MÉDIA
365,OURO,S,S,S,1,LJ,RUA_FAMOSA,7,597847,3,S,S,N,S,N,N,N,S,N,B,ALTA
366,PRATA,S,N,S,6,LJ,SHOPPING,9,829053,3,N,S,N,S,S,N,S,N,N,A,INEXISTENTE
367,BRONZE,S,S,N,2,LJ,BAIRRO,21,208394,4,N,S,S,N,S,N,N,N,N,B,BAIXA
368,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,17,792949,1,N,N,S,N,S,N,S,S,N,A,ALTA
369,OURO,S,S,N,6,BO,BAIRRO,11,632490,3,N,S,S,S,N,S,S,N,N,C,MÉDIA
370,PRATA,S,S,N,3,LJ,CENTRO,7,558308,4,S,S,N,N,N,S,S,N,N,C,INEXISTENTE
371,PRATA,S,S,S,3,LJ,RUA_FAMOSA,9,814756,4,S,S,N,N,N,S,N,N,N,D,BAIXA
372,BRONZE,N,N,N,3,BO,BAIRRO,17,253129,4,S,N,S,S,S,N,S,S,N,B,BAIXA
373,OURO,S,S,N,2,LJ,BAIRRO,13,563168,3,S,S,N,S,S,S,N,S,S,D,ALTA
374,BRONZE,N,N,S,6,VD,RUA_FAMOSA,16,248681,4,S,N,S,N,N,N,N,S,N,B,INEXISTENTE
375,DIAMANTE,S,S,N,3,LJ,CENTRO,8,706043,1,N,N,S,N,S,S,N,S,S,A,ALTA
376,DIAMANTE,S,S,S,1,BO,RUA_FAMOSA,9,525888,1,N,N,S,S,S,N,N,N,S,C,ALTA
377,DIAMANTE,S,S,S,3,VD,RUA_FAMOSA,22,736904,1,S,N,S,S,S,S,S,S,N,A,ALTA
378,BRONZE,S,S,S,3,VD,SHOPPING,19,198012,4,N,S,S,N,S,N,S,N,N,B,BAIXA
379,OURO,S,S,S,2,LJ,BAIRRO,8,955138,2,N,N,S,S,N,S,S,N,S,D,BAIXA
380,OURO,S,N,S,2,LJ,CENTRO,13,768318,2,N,S,N,S,N,N,S,S,S,A,MÉDIA
381,BRONZE,S,N,S,2,VD,RURAL,19,188529,4,S,S,N,S,N,N,N,S,N,B,MÉDIA
382,BRONZE,S,S,S,4,VD,SHOPPING,14,178517,4,N,S,S,N,S,S,N,S,N,D,BAIXA
383,PRATA,S,S,S,2,LJ,RUA_FAMOSA,9,556704,3,N,S,N,S,N,N,N,S,N,D,INEXISTENTE
384,OURO,S,S,S,3,BO,BAIRRO,16,978023,2,S,S,N,S,N,S,N,N,N,C,MÉDIA
385,OURO,S,N,N,3,VD,RUA_FAMOSA,11,854026,3,N,N,S,S,S,S,N,S,N,B,ALTA
386,BRONZE,N,S,S,2,VD,BAIRRO,15,170529,4,S,N,S,S,S,S,N,S,N,C,MÉDIA
387,DIAMANTE,S,S,S,3,LJ,SHOPPING,24,974392,1,N,N,S,S,S,S,S,S,S,A,BAIXA
388,DIAMANTE,S,S,N,4,LJ,BAIRRO,18,505593,1,S,N,S,N,S,S,S,N,N,A,ALTA
389,OURO,S,N,N,3,VD,BAIRRO,13,605976,4,N,N,S,S,N,S,N,N,N,B,ALTA
390,DIAMANTE,S,S,N,2,BO,RUA_FAMOSA,23,823401,1,N,N,S,N,S,N,N,S,N,A,ALTA
391,BRONZE,N,N,S,6,LJ,CENTRO,15,266367,4,S,S,N,S,N,S,N,S,N,C,INEXISTENTE
392,DIAMANTE,S,S,S,2,VD,SHOPPING,20,849029,1,N,N,S,S,S,N,N,N,S,A,ALTA
393,BRONZE,S,S,N,3,VD,CENTRO,14,253125,4,S,N,N,N,N,N,S,N,N,A,INEXISTENTE
394,BRONZE,S,S,N,6,LJ,RUA_FAMOSA,22,156227,4,S,S,S,S,S,S,N,N,N,B,MÉDIA
395,DIAMANTE,S,S,N,3,LJ,RURAL,25,537543,1,S,N,S,N,S,S,S,S,N,C,ALTA
396,DIAMANTE,S,S,S,2,LJ,SHOPPING,14,514235,1,S,S,S,S,S,N,N,S,S,C,MÉDIA
397,BRONZE,N,S,S,1,VD,RURAL,19,184759,4,N,S,N,N,N,N,S,S,N,B,INEXISTENTE
398,DIAMANTE,S,S,S,2,VD,RUA_FAMOSA,10,921102,1,S,S,S,N,S,S,N,N,S,B,MÉDIA
399,PRATA,S,S,N,1,VD,BAIRRO,7,547993,4,S,N,N,N,N,S,S,S,N,D,INEXISTENTE
400,DIAMANTE,S,S,N,4,BO,RUA_FAMOSA,8,938390,1,S,S,S,N,S,N,S,N,N,A,ALTA
401,BRONZE,S,S,S,2,VD,RURAL,12,138708,4,N,S,N,N,S,S,S,N,N,B,BAIXA
402,PRATA,N,S,S,5,BO,RUA_FAMOSA,5,449438,4,N,S,N,S,N,N,S,N,N,D,BAIXA
403,BRONZE,S,S,S,2,BO,RUA_FAMOSA,21,277135,4,S,N,S,S,S,N,S,S,N,B,INEXISTENTE
404,DIAMANTE,S,S,S,3,VD,SHOPPING,29,969503,1,N,N,S,N,S,S,N,S,S,B,BAIXA
405,PRATA,S,S,S,2,BO,CENTRO,7,577025,4,N,N,N,S,S,S,N,S,N,C,INEXISTENTE
406,OURO,S,S,N,5,VD,RUA_FAMOSA,8,623469,2,S,S,N,S,N,S,N,S,N,D,INEXISTENTE
407,BRONZE,N,S,N,2,LJ,CENTRO,23,196245,4,S,N,N,N,N,N,N,S,N,C,ALTA
408,BRONZE,N,N,S,5,VD,BAIRRO,13,158165,4,S,N,S,N,S,S,S,N,N,C,BAIXA
409,OURO,S,N,S,3,LJ,BAIRRO,15,835469,2,S,N,S,S,S,S,N,N,N,A,ALTA
410,BRONZE,S,S,N,2,LJ,CENTRO,24,224165,4,S,S,N,N,N,N,N,S,N,D,INEXISTENTE
411,PRATA,S,N,S,4,VD,RUA_FAMOSA,4,834951,4,N,N,N,S,S,N,N,N,N,A,INEXISTENTE
412,PRATA,N,N,S,3,BO,SHOPPING,6,687871,4,S,N,N,N,N,N,N,S,N,B,INEXISTENTE
413,DIAMANTE,S,S,N,4,LJ,CENTRO,16,728401,1,N,N,S,N,S,N,N,S,N,A,MÉDIA
414,PRATA,N,N,N,4,LJ,RUA_FAMOSA,4,779344,4,S,S,N,N,N,S,S,S,N,D,BAIXA
415,BRONZE,N,S,N,2,BO,CENTRO,19,234788,4,N,S,S,N,S,N,N,S,N,A,INEXISTENTE
416,DIAMANTE,S,S,S,1,VD,RURAL,15,768548,1,S,N,S,S,S,N,S,S,N,A,ALTA
417,DIAMANTE,S,S,N,1,VD,SHOPPING,22,964246,1,N,S,S,S,S,N,S,N,N,B,BAIXA
418,DIAMANTE,S,S,S,6,BO,SHOPPING,25,928401,1,S,S,S,S,S,S,N,S,N,B,ALTA
419,BRONZE,S,N,N,3,BO,RUA_FAMOSA,18,165189,4,S,N,N,S,S,S,N,N,N,B,INEXISTENTE
420,PRATA,N,S,N,2,LJ,CENTRO,7,693284,4,S,S,N,S,S,S,S,S,N,D,INEXISTENTE
421,PRATA,N,N,N,3,BO,BAIRRO,8,930339,4,S,S,N,S,S,S,N,S,N,C,ALTA
422,OURO,S,S,N,3,BO,RUA_FAMOSA,15,675856,4,S,N,N,S,S,S,N,N,N,C,ALTA
423,DIAMANTE,S,S,N,2,VD,RUA_FAMOSA,28,528718,1,S,N,S,S,S,S,N,N,N,A,ALTA
424,DIAMANTE,S,S,S,2,VD,SHOPPING,18,838218,1,S,N,S,N,S,S,N,N,N,A,BAIXA
425,DIAMANTE,S,S,S,2,LJ,RUA_FAMOSA,17,882506,1,N,N,S,S,S,S,N,N,S,B,MÉDIA
426,OURO,S,N,S,1,BO,RUA_FAMOSA,8,763791,3,S,N,S,S,S,N,S,N,S,C,INEXISTENTE
427,PRATA,S,S,N,2,VD,SHOPPING,8,633074,3,N,N,N,N,S,N,N,N,N,D,BAIXA
428,BRONZE,N,N,N,3,LJ,BAIRRO,14,124652,4,N,S,N,N,N,S,S,S,N,D,INEXISTENTE
429,PRATA,N,S,N,2,VD,SHOPPING,6,464182,4,S,N,N,N,S,N,N,S,N,C,BAIXA
430,OURO,S,N,N,2,BO,CENTRO,12,923977,2,N,N,N,S,N,N,N,S,S,B,BAIXA
431,BRONZE,S,N,N,2,VD,CENTRO,19,157296,4,S,S,N,S,N,N,N,S,N,B,MÉDIA
432,OURO,S,N,N,2,BO,CENTRO,16,388387,2,N,N,N,S,S,S,N,S,S,A,INEXISTENTE
433,DIAMANTE,S,S,S,3,VD,BAIRRO,18,785015,1,S,N,S,N,S,S,S,N,S,B,ALTA
434,DIAMANTE,S,S,S,1,BO,RURAL,23,544049,1,S,N,S,N,S,S,N,N,N,B,ALTA
435,DIAMANTE,S,S,S,3,VD,RUA_FAMOSA,25,591707,1,S,N,S,S,S,S,N,N,S,B,BAIXA
436,DIAMANTE,S,S,N,4,VD,CENTRO,22,588748,1,N,N,S,S,S,N,S,S,N,B,BAIXA
437,PRATA,N,S,N,3,BO,RUA_FAMOSA,7,925948,4,N,N,N,N,S,S,N,N,N,D,INEXISTENTE
438,OURO,S,S,S,1,LJ,BAIRRO,9,754659,2,N,N,N,S,N,S,N,N,S,B,BAIXA
439,BRONZE,S,S,N,1,BO,BAIRRO,12,240216,4,N,N,N,S,N,N,S,N,N,C,MÉDIA
440,BRONZE,N,N,S,1,LJ,RURAL,22,185661,4,N,S,N,N,N,S,N,S,N,D,MÉDIA
441,OURO,S,N,N,1,LJ,CENTRO,8,368318,2,N,S,S,S,S,S,S,N,N,A,MÉDIA
442,PRATA,N,S,S,2,LJ,BAIRRO,4,823980,3,S,N,N,S,S,N,N,N,N,C,INEXISTENTE
443,BRONZE,N,N,S,2,BO,BAIRRO,21,150049,4,S,N,S,S,S,N,S,S,N,D,BAIXA
444,PRATA,S,N,N,3,LJ,CENTRO,7,898474,3,N,S,N,S,N,N,S,S,N,C,MÉDIA
445,BRONZE,S,N,N,3,LJ,RUA_FAMOSA,18,138798,4,S,S,N,S,N,S,S,S,N,C,BAIXA
446,BRONZE,S,N,S,5,VD,CENTRO,18,153963,4,N,N,S,N,S,N,S,S,N,A,ALTA
447,BRONZE,N,N,S,1,LJ,RURAL,25,195162,4,S,N,N,S,S,N,S,N,N,C,MÉDIA
448,PRATA,S,S,S,6,LJ,RUA_FAMOSA,8,658673,3,S,N,N,N,N,N,S,S,N,C,INEXISTENTE
449,BRONZE,S,S,N,3,VD,BAIRRO,21,146814,4,N,N,S,N,N,S,S,S,N,C,INEXISTENTE
450,PRATA,S,S,N,3,BO,SHOPPING,9,912354,3,N,N,N,S,N,N,N,N,N,C,ALTA
451,PRATA,S,N,N,3,BO,RUA_FAMOSA,8,944725,4,N,S,N,N,N,S,N,S,N,C,INEXISTENTE
452,OURO,S,N,N,4,LJ,RURAL,7,785595,3,N,S,S,S,S,N,N,S,S,A,BAIXA
453,OURO,S,S,N,1,VD,RUA_FAMOSA,14,730454,2,S,S,S,S,S,N,N,N,N,C,INEXISTENTE
454,DIAMANTE,S,S,S,1,LJ,SHOPPING,22,581595,1,N,N,S,N,S,S,S,S,N,A,ALTA
455,PRATA,N,S,N,2,BO,RUA_FAMOSA,8,351702,4,S,S,N,N,N,N,N,S,N,C,INEXISTENTE
456,DIAMANTE,S,S,N,4,LJ,SHOPPING,22,816708,1,S,S,S,N,S,N,S,N,N,A,BAIXA
